id_unique;objet;categorie_finale
9C6O6CAE3U;evaluation des besoins de formation en vendee dans le domaine environnemental;santé
7B38ORN3SK;dal dah 2013 02 realisation d'une mission d'appui pour la redaction d'un rapport d'evaluation pour une construction dans le cadre d'un partenariat public prive;urbanité-transports
HAH5YNJUNF;evaluation du contrat urbain de cohesion sociales cucs 2007 2009 a aurillac;social
SSF5DH35NI;evaluation des besoins de formation en vendee dans le domaine environnemental;santé
9K10SK7FC0;analyse de la litterature et redaction de deux rapports d'evaluation de technologies de sante d'actes diagnostiques de gynecologie obstetrique  a saint denis la plaine cedex;santé
MAYT5Q4LTZ;evaluation des contrats d'appui aux entreprises a toulouse cedex 9;fiscalité-économie
8JJLYY3D49;evaluation ex ante et evaluation environnementale strategique du programmeoperationnel feder fse 2014   2020 region bourgogne a dijon;environnement
6OVTWQ2U68;realisation de deux evaluation : evaluation ex ante lot 1 et evaluation environnementale strategique lot 2 du pop feder plan rhone;environnement
BCNC7KINAB;diagnostic  evaluation des actions prioritaires et accompagnement a l'elaboration du rapport du developpement durable 2013 du conseil regional de la martinique a fort de france;environnement
O3PTR8WS2O;evaluation finale du fsp 2008 24 : appui a la reforme des ecoles superieures algeriennes et a la creation de l'ecole superieure de technologie ;éducation-recherche
1MX9HYYC1Q;evaluation du plan departemental d'action pour le logement des personnes defavorisees et elaboration du nouveau pdalpd 2014 2018   departement de la mayenne;environnement
U1ETBEX6MF;bilans des 4eme programmes d'actions et evaluation environnementale du 5eme programme d'actions regional dans la zone vulnerable aux nitrates en bourgogne a dijon cedex;environnement
OC4JG3KU1S;35 mandat pour l'accompagnement  l'evaluation et le fonctionnement de la mission  territoires d'eau  de la region bretagne;environnement
V4KC3BY4RH;mission d'assistance a maitrise d'ouvrage pour la revision du plan departemental de prevention et de gestion des dechets non dangereux de l'aube et de son evaluation environnementale a troyes;environnement
CA7PIBI55Z;evaluation a mi parcours des effets du dispositif regional  projet emploi formation pfe ;emploi-insertion
OLM2L8BWA6;evaluation de l'impact de la politique departementale de developpement economique en faveur de la creation d'entreprises innovantes et d'emplois  a evry cedex;emploi-insertion
CVL31TJWKD;etudes relatives a l'evaluation des contrats territoriaux 2010 2013 de bassins versants et a la realisation d'une synthese departementale ;emploi-insertion
XWUNKJ8QL4;acutalisation de l'etat initial de l'environnement et de l'evaluation environnementale du scot de l'agglomeration lyonnaise a lyon;environnement
BN04HS4YG0;evaluation de la politique d'enseignement artistique sur le territoire de la communaute d'agglomeration beziers mediterranee;social
UXZL0ARFMM;marche d'assistance  accompagnement et evaluation a la mise en place du projet d'entreprise de la caisse primaire centrale d'assurance maladie des bouches du rhone a marseille;fiscalité-économie
SKQM9T9WNN;conseil juridique dans le cadre d'une evaluation prealable d'un contrat de partenariat de l'etat relatif au transport maritime par navires rouliers au profit du ministere de la defense a rambouillet;urbanité-transports
49BNZ5KQFL;pour le ministere des affaires etrangeres et egalement pour le ministere de l'economie et des finances a paris : evaluation retrospective sur 10 ans et strategique de l'action francaise au bresil ;fiscalité-économie
L18JHECUYY;mission d'evaluation du plan de deplacements urbains de brest metropole oceane a brest;urbanité-transports
N3EP9EGG7O;evaluation environnementale du plu de la ville de carcassonne et du plsmv de la bastide saint louis  a carcassonne;environnement
ODV3AE9ZXJ;mission d'evaluation des operations de ravalement de facades et du dispositif d'aide departemental;social
KGQOLIRU28;realisation d'une evaluation de l'action menee par les caisses de msa dans le cadre d'un plan institutionnel triennal la msa avec les personnes handicapees;santé
CO1MS41TUJ;evaluation et revision du plan de gestion de la reserve naturelle nationale du neouvielle a tarbes;environnement
92SPAUDGOM;evaluation de la prestation anpe et preconisations pour optimiser l'accompagnement vers l'emploi des beneficiaires du rmi a rennes cedex;emploi-insertion
1UFV0H6NCO;aide a la redaction du projet d'etablissement de l'i t e p  et du s e s s a d  de morcenx assistance a la formalisation du document et a la mise en place d'outils d'evaluation;social
ZGUZKP4PTT;etude d'evaluation de l'appui de l'ademe aux chambres consulaires hors agriculture a paris;environnement
DK74QQ1R1E;appel a la concurrence pour l'evaluation par un prestataire externe des reseaux de sante de cancerologie et de perinatalite de la region des pays de la loire;santé
TYPKSMBY2F;evaluation des actions en faveur de l'habitat prive   loire atlantique;logement
F1Z1L4YYQ2;evaluation du contrat urbain de cohesion sociale 2007 2009 de rennes metropole;social
3C5F56NH87;evaluation de l'experimentation relative au plan de mobilisation des filieres et des territoires pour le developpement des metiers de l'economie verte en region nord   pas de calais ;fiscalité-économie
MCM7YAWCTZ;assistance a maitrise d'ouvrage pour la realisation de l'evaluation environnementale du plan de deplacements urbains de la cinor a sainte clotilde;urbanité-transports
F21YCSD8N3;prestation d'evaluation de l'experimentation du dialogue social europeen pour les administraitons centrales au profit de la dgafp;social
3I3TW6LQZQ;etude action portant sur la demarche d'evaluation du projet emploi et territoire et des actions partenariales mis en oeuvre par le pays marennes oleron a saint pierre d'oleron;emploi-insertion
O4P5KMFEIB;le marche a pour objet la realisation d'une mission d'evaluation  de conseil et d'assistance sur les aides apportees par la ville de dreux aux associations sportives ;social
JHDI1T9QCF;mission de recensement d'analyse d'evaluation des actions sociales et economiques menees depuis 2009 et propositions de nouveaux dispositifs ou d'ajustement d'actions existantes;social
QNNEM8K1JQ;ecocite viasilvia 2040   evaluation environnementale et expertise ecologique a rennes cedex 2;environnement
NIKJUGNKU4;mission d'evaluation du plan de deplacements urbains de brest metropole oceane a brest;urbanité-transports
XX3BNXXEHX;marche d'achat de prestations de service pour l'evaluation economique de la construction d'un batiment d'hebergement pour personnes agees de 46 lits;urbanité-transports
11DBKMRV34;agglomeration lyonnaise  evaluation des operations de relogement dans le cadre du renouvellement urbain anru ;logement
MQ0SM3VNZF;evaluation des contrats urbains de cohesion sociale de colmar  cernay et illzach  a colmar;social
0ZJ8PUOMYN;assistance et conseil de la region des pays de la loire pour l'evaluation et l'optimisation de la charge de travail de la drh eple;emploi-insertion
MI9CGKHO8N;un service de veille reglementaire et d'evaluation de conformite reglementaire dans les domaines de la sante  securite au travail et de la protection de l'environnement  a vert le petit;santé
HCYHGDU0AM;evaluation environnementale du plan d'elimination des dechets menagers et assimiles du cher a bourges;environnement
4SQPHRI79O;evaluation du programme passeport pour l'economie numerique;fiscalité-économie
KFJ29J9IWN;le marche a pour objet l'evaluation du projet urbain de cohesion sociale du senonais  a sens;social
YVBV7DLJBH;etude pour l'evaluation du dispositif du contrat urbain de cohesion sociale de l'agglomeration caennaise 2007 2009 a caen cedex 4;social
0CAVO2KEJC;97 realisation d'etudes du plu et d'evaluation environnementale de la commune de saint andre;environnement
D76FE9X357;realisation de l'etat initial de l'environnement et de l'evaluation environnementale du schema de coherence territoriale caux vallee de seine a lillebonne;environnement
N0XKEAG1LN;evaluation de la strategie de developpement economique de la communaute d'agglomeration de cergy pontoise;social
AHEJDPJ363;emplois tremplins pour le territoiremission d'assistance a l'evaluation intermediaire de la capacite des structures a perenniser les postes crees a nantes;emploi-insertion
8A3S176019;formations professionnelles ayant pour objet les methodes d'evaluation des ressources humaines  dispensees au profit des cadres superieurs du ministere de la defense a paris;emploi-insertion
QI7KT4834Y;evaluation finale du projet  appui au reseau des bibliotheques de lecture publique au burkina faso ;environnement
USV7RLRSN9;procedure adaptee restreinte passee en application de l'article 28 du cmp : evaluation des dispositifs d'accompagnement a l'emploi ;emploi-insertion
BWQ5OSLAZZ;evaluation du programme local de l'habitat de rennes metropole a rennes;logement
YHCI5DNUFF;marche de service relatif a la realisation d'une enquete d'evaluation du nouveau site internet du c r t  champagne ardenne a chalons en champagne cedex;environnement
L1CU4HHXQO;execution d'une mission d'evaluation du cout moyen pondere du capital pour les infrastructures electriques et gazieres pour le compte de la commission de regulation de l'energie a paris;fiscalité-économie
04LFDRC26H;mission d'evaluation de la territorialisation de l'action sociale du departement de seine maritime a rouen cedex 1;social
O3HXXHZJOB;evaluation des reseaux de sante en nutrition et maladies cardio vasculaires a strasbourg;santé
B3JIVAPWJY;etude evaluation portant sur les experiences de mutualisation d'emplois culturels en aquitaine   region aquitaine;emploi-insertion
D5Y5Z01685;etude relative a la mise a jour de l'evaluation environnementale du plan local d'urbanisme de nice a nice cedex 3;environnement
Z08WG20LAU;mission d'evaluation des aspects humains du dispositif departemental de renovation urbaine : pacte hauts de seine a nanterre;logement
SEE4S64Y2G;evaluation environnementale du scot pour le sepac a clermont ferrand;environnement
QQ0PZOWZ8F;evaluation retrospective d'une grappe de projets dans le secteur de l'eau en asie du sud est finances sur le fonds d'aide au secteur prive a paris;social
LZMFH3H052;etude sur l'evaluation continue du contrat urbain de cohesion sociale de l'agglomeration montargoise et rives du loing a montargis;social
SF40TOSXXG;evaluation des projets presentes par des entreprises dans le cadre des aides economiques du conseil general des vosges a epinal;fiscalité-économie
FBNE5YBWWA;evaluation et actualisation du dispositif prevention securite de la ville d'issy les moulineaux  a issy les moulineaux;environnement
U17BBFK0DK;evaluation de la dsp des transports scolaires 2001 2008  etude previsionnelle des besoins 2008 2015  assistance technique et juridique et redaction de la convention definitive de la future dsp;santé
